member_id,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
1429,39,Other,Monthly,CrossFit,98,680,21:18,Absent
1430,57,Other,Annual,CrossFit,93,601,05:14,Present
1431,46,Male,Quarterly,CrossFit,98,492,21:20,Present
1432,54,Male,Annual,Cardio,87,804,13:58,Present
1433,41,Female,Annual,HIIT,73,526,19:28,Present
1434,51,Other,Quarterly,Strength Training,84,536,16:41,Absent
1435,45,Other,Monthly,Yoga,83,420,05:14,Present
1436,29,Other,Monthly,Yoga,81,529,17:19,Present
1437,20,Female,Annual,CrossFit,71,538,12:25,Present
1438,58,Female,Annual,Yoga,25,182,15:52,Present
1439,19,Female,Quarterly,Yoga,86,654,15:13,Absent
1440,60,Other,Monthly,CrossFit,110,632,12:47,Present
1441,62,Other,Quarterly,CrossFit,94,661,09:54,Absent
1442,41,Female,Monthly,Cardio,38,350,15:20,Present
1443,56,Male,Monthly,HIIT,33,211,22:55,Absent
1444,23,Female,Monthly,CrossFit,118,1127,18:28,Absent
1445,46,Female,Quarterly,Cardio,54,515,05:40,Present
1446,60,Male,Annual,HIIT,76,412,21:27,Present
1447,59,Female,Monthly,HIIT,47,258,14:10,Absent
1448,20,Other,Monthly,Cardio,31,164,17:33,Absent
1449,22,Other,Monthly,CrossFit,109,705,06:11,Absent
1450,34,Other,Annual,Cardio,30,192,19:12,Absent
1451,39,Other,Monthly,Strength Training,33,296,19:41,Present
1452,58,Other,Monthly,Strength Training,23,219,20:27,Absent
1453,61,Other,Monthly,Cardio,58,438,18:59,Absent
1454,28,Other,Annual,Yoga,118,600,17:37,Absent
1455,36,Female,Annual,Strength Training,38,200,09:52,Present
1456,44,Female,Monthly,Cardio,68,547,19:43,Present
1457,36,Male,Annual,CrossFit,29,179,21:20,Present
1458,32,Male,Monthly,CrossFit,61,430,19:42,Absent
1459,47,Female,Annual,Strength Training,65,617,09:52,Present
1460,64,Male,Monthly,Cardio,114,1135,15:47,Absent
1461,18,Other,Annual,CrossFit,26,242,18:39,Present
1462,52,Male,Quarterly,Yoga,117,1093,09:58,Absent
1463,38,Other,Annual,CrossFit,97,569,07:54,Present
1464,49,Male,Quarterly,Cardio,39,281,19:41,Present
1465,30,Male,Annual,Yoga,111,1091,20:28,Absent
1466,52,Male,Quarterly,Strength Training,59,312,08:30,Absent
1467,22,Other,Quarterly,CrossFit,74,731,16:42,Present
1468,36,Female,Quarterly,HIIT,110,895,11:22,Absent
1469,45,Female,Quarterly,Cardio,106,547,07:22,Present
1470,33,Other,Monthly,Strength Training,102,663,10:45,Absent
1471,41,Male,Monthly,Yoga,113,709,18:12,Present
1472,57,Other,Monthly,Cardio,54,391,17:54,Present
1473,49,Female,Annual,Cardio,113,791,09:53,Absent
1474,61,Other,Annual,Yoga,89,554,12:04,Absent
1475,65,Male,Quarterly,HIIT,109,1069,17:19,Present
1476,60,Male,Monthly,Strength Training,74,557,09:21,Absent
1477,35,Male,Annual,Yoga,53,336,06:05,Present
1478,49,Other,Quarterly,Strength Training,100,986,18:32,Absent
1479,42,Female,Annual,CrossFit,45,418,08:55,Absent
1480,42,Other,Annual,Strength Training,111,563,05:39,Present
1481,44,Other,Quarterly,Cardio,98,928,11:40,Present
1482,27,Male,Quarterly,Strength Training,118,675,20:16,Absent
1483,62,Other,Annual,Yoga,103,542,10:53,Present
1484,51,Female,Monthly,Strength Training,44,241,15:32,Absent
1485,39,Other,Annual,Cardio,74,487,12:59,Absent
1486,58,Male,Annual,Strength Training,66,545,11:53,Present
1487,23,Male,Monthly,Cardio,85,564,18:43,Present
1488,53,Female,Quarterly,Cardio,64,433,06:16,Absent
1489,47,Female,Annual,Yoga,59,436,13:30,Present
1490,30,Male,Quarterly,Cardio,58,506,18:44,Absent
1491,46,Male,Quarterly,HIIT,116,959,21:16,Absent
1492,53,Male,Quarterly,HIIT,20,120,15:51,Absent
1493,53,Female,Monthly,HIIT,98,859,06:57,Absent
1494,58,Male,Monthly,CrossFit,96,576,09:55,Present
1495,22,Male,Monthly,HIIT,37,219,11:51,Present
1496,52,Male,Annual,Strength Training,56,520,10:20,Absent
1497,65,Other,Monthly,Strength Training,64,382,20:20,Present
1498,37,Other,Annual,HIIT,71,506,10:06,Present
1499,42,Male,Annual,Cardio,59,434,07:58,Present
1500,18,Female,Annual,Yoga,27,248,15:26,Present
1501,64,Other,Quarterly,CrossFit,31,187,22:07,Absent
1502,25,Male,Annual,HIIT,32,185,14:43,Present
1503,30,Male,Monthly,Cardio,53,523,06:52,Present
1504,28,Other,Annual,Cardio,87,839,11:38,Present
1505,58,Female,Annual,Strength Training,43,339,16:14,Present
1506,63,Other,Monthly,CrossFit,120,865,12:22,Present
1507,37,Other,Monthly,Cardio,98,761,18:22,Absent
1508,28,Other,Quarterly,Yoga,45,241,12:04,Present
1509,52,Other,Annual,Yoga,101,929,08:08,Present
1510,52,Other,Annual,CrossFit,67,528,17:55,Absent
1511,39,Other,Quarterly,Cardio,30,285,12:09,Present
1512,63,Other,Quarterly,Cardio,95,628,15:21,Present
1513,37,Other,Quarterly,Strength Training,39,270,05:55,Present
1514,49,Other,Quarterly,HIIT,53,406,16:34,Present
1515,29,Female,Annual,CrossFit,93,521,12:03,Present
1516,61,Male,Monthly,Cardio,81,460,16:42,Absent
1517,26,Male,Annual,CrossFit,26,173,16:00,Present
1518,44,Female,Quarterly,CrossFit,71,620,08:37,Absent
1519,62,Other,Quarterly,HIIT,109,576,22:35,Present
1520,31,Female,Annual,Cardio,53,437,11:20,Absent
1521,50,Other,Annual,Yoga,50,270,12:48,Present
1522,63,Male,Annual,CrossFit,89,878,12:37,Absent
1523,42,Female,Monthly,CrossFit,90,892,10:39,Absent
1524,55,Male,Monthly,Cardio,36,234,08:48,Present
1525,49,Other,Annual,Strength Training,58,467,13:41,Present
1526,24,Female,Monthly,Strength Training,87,676,07:02,Present
1527,42,Female,Annual,Strength Training,47,302,14:44,Present
1528,63,Female,Annual,Cardio,30,285,12:57,Absent
1529,51,Other,Monthly,Cardio,79,568,09:26,Absent
1530,42,Other,Monthly,Strength Training,23,164,09:11,Absent
1531,24,Other,Annual,HIIT,24,187,09:20,Present
1532,55,Other,Annual,Strength Training,26,249,06:05,Present
1533,59,Other,Monthly,CrossFit,34,291,07:59,Present
1534,20,Other,Quarterly,HIIT,52,428,18:28,Absent
1535,38,Male,Quarterly,HIIT,77,769,07:16,Absent
1536,62,Male,Monthly,CrossFit,36,189,06:15,Absent
1537,22,Other,Monthly,CrossFit,70,535,19:54,Present
1538,60,Other,Quarterly,CrossFit,69,644,17:02,Absent
1539,21,Other,Quarterly,Strength Training,81,550,19:09,Absent
1540,47,Other,Quarterly,Cardio,27,211,19:18,Present
1541,44,Female,Quarterly,Strength Training,65,550,16:55,Absent
1542,65,Male,Monthly,HIIT,38,273,05:32,Present
1543,20,Female,Monthly,Strength Training,42,379,11:07,Absent
1544,37,Other,Monthly,HIIT,68,599,22:25,Absent
1545,19,Female,Monthly,Cardio,38,311,13:31,Absent
1546,49,Other,Quarterly,Cardio,108,695,08:44,Present
1547,21,Other,Annual,Strength Training,67,398,16:19,Present
1548,37,Male,Annual,Yoga,87,615,14:18,Present
1549,41,Other,Annual,Yoga,120,931,08:20,Absent
1550,55,Male,Monthly,Yoga,81,424,19:57,Present
1551,27,Other,Annual,Cardio,23,193,16:38,Present
1552,59,Male,Quarterly,Cardio,107,625,10:17,Absent
1553,45,Female,Annual,Cardio,118,1070,21:12,Absent
1554,20,Other,Quarterly,Yoga,84,805,06:16,Present
1555,48,Female,Quarterly,Cardio,95,636,14:25,Absent
1556,20,Female,Annual,CrossFit,33,252,12:34,Present
1557,19,Other,Annual,HIIT,57,568,13:22,Present
1558,56,Male,Annual,Strength Training,58,358,17:43,Absent
1559,50,Male,Quarterly,Strength Training,70,611,09:53,Absent
1560,50,Male,Quarterly,Strength Training,31,210,20:23,Present
1561,30,Other,Monthly,HIIT,89,707,09:53,Present
1562,57,Male,Quarterly,Strength Training,60,337,22:21,Absent
1563,41,Male,Quarterly,CrossFit,62,602,11:57,Absent
1564,48,Female,Annual,Yoga,28,245,13:30,Present
1565,59,Other,Monthly,Cardio,62,446,11:26,Present
1566,56,Male,Annual,Strength Training,102,788,12:34,Present
1567,18,Female,Monthly,HIIT,55,479,12:45,Present
1568,25,Other,Quarterly,Strength Training,88,467,09:07,Present
1569,64,Other,Monthly,Strength Training,30,176,08:17,Absent
1570,65,Other,Annual,Cardio,49,305,18:02,Absent
1571,62,Male,Monthly,Strength Training,43,276,08:50,Present
1572,20,Other,Annual,CrossFit,75,678,09:00,Present
1573,19,Other,Monthly,Cardio,54,402,15:17,Present
1574,57,Other,Annual,HIIT,119,806,16:26,Absent
1575,42,Other,Monthly,CrossFit,53,414,20:10,Absent
1576,43,Male,Quarterly,Cardio,81,581,07:37,Absent
1577,37,Female,Monthly,Strength Training,101,565,22:27,Absent
1578,39,Female,Monthly,CrossFit,101,730,10:21,Present
1579,18,Male,Monthly,CrossFit,83,567,07:17,Present
1580,65,Female,Quarterly,Cardio,91,896,14:17,Absent
1581,40,Female,Monthly,Yoga,40,307,14:02,Present
1582,61,Female,Monthly,CrossFit,28,140,12:37,Absent
1583,45,Male,Quarterly,HIIT,70,538,07:44,Present
1584,21,Other,Annual,Strength Training,27,225,16:21,Absent
1585,61,Female,Annual,CrossFit,61,349,05:45,Present
1586,35,Female,Quarterly,Cardio,59,422,08:03,Present
1587,37,Female,Annual,HIIT,44,404,05:21,Present
1588,37,Male,Quarterly,HIIT,66,586,19:54,Present
1589,37,Male,Quarterly,Cardio,96,791,11:12,Present
1590,47,Male,Quarterly,HIIT,97,934,17:37,Absent
1591,24,Male,Annual,CrossFit,104,548,15:38,Absent
1592,33,Other,Annual,HIIT,38,284,08:20,Absent
1593,32,Male,Annual,Cardio,86,738,14:59,Absent
1594,33,Other,Quarterly,HIIT,82,557,05:32,Absent
1595,23,Female,Annual,Cardio,109,660,20:25,Absent
1596,47,Other,Monthly,Strength Training,99,512,21:09,Present
1597,23,Female,Quarterly,Cardio,37,245,11:05,Absent
1598,65,Other,Annual,HIIT,115,771,20:58,Present
1599,37,Other,Monthly,Strength Training,59,387,11:08,Absent
1600,44,Other,Annual,CrossFit,38,362,09:21,Absent
1601,45,Female,Monthly,Yoga,51,503,10:25,Absent
1602,60,Female,Quarterly,Cardio,23,209,05:53,Absent
1603,43,Male,Monthly,Strength Training,107,667,15:13,Present
1604,55,Female,Annual,CrossFit,24,233,05:21,Absent
1605,34,Other,Quarterly,CrossFit,69,506,08:07,Absent
1606,28,Other,Annual,Strength Training,58,350,10:55,Absent
1607,19,Female,Annual,Yoga,23,164,11:24,Present
1608,20,Male,Monthly,Yoga,56,326,15:06,Absent
1609,33,Other,Annual,Yoga,97,920,16:09,Absent
1610,33,Female,Quarterly,CrossFit,108,887,19:52,Absent
1611,57,Female,Monthly,Yoga,92,742,13:34,Present
1612,64,Male,Quarterly,Strength Training,99,702,21:22,Present
1613,52,Other,Quarterly,CrossFit,57,490,05:19,Present
1614,32,Male,Annual,Yoga,26,191,09:02,Absent
1615,37,Other,Quarterly,CrossFit,45,287,09:13,Absent
1616,59,Male,Monthly,CrossFit,58,366,12:26,Absent
1617,18,Male,Quarterly,Strength Training,100,559,16:10,Present
1618,40,Other,Monthly,Yoga,35,242,07:21,Absent
1619,29,Female,Quarterly,CrossFit,20,165,10:36,Absent
1620,58,Male,Monthly,Cardio,115,685,20:27,Present
1621,21,Other,Annual,Yoga,82,440,08:14,Present
1622,29,Female,Annual,Strength Training,45,261,20:29,Absent
1623,53,Female,Quarterly,CrossFit,110,570,18:50,Absent
1624,35,Other,Annual,HIIT,87,504,22:55,Absent
1625,36,Female,Annual,CrossFit,117,1039,12:54,Absent
1626,32,Other,Quarterly,Cardio,68,451,15:28,Absent
1627,21,Female,Quarterly,CrossFit,120,921,09:39,Present
1628,29,Female,Annual,Cardio,94,604,12:15,Absent
1629,36,Female,Quarterly,CrossFit,32,222,18:05,Absent
1630,37,Female,Monthly,Cardio,62,582,13:53,Present
1631,21,Female,Monthly,HIIT,105,614,08:26,Present
1632,21,Other,Quarterly,Yoga,111,589,16:59,Absent
1633,38,Female,Quarterly,Strength Training,107,802,17:30,Absent
1634,33,Male,Monthly,CrossFit,64,435,06:03,Present
1635,56,Female,Annual,Cardio,47,382,19:29,Present
1636,47,Male,Monthly,CrossFit,74,444,10:15,Absent
1637,64,Other,Quarterly,Strength Training,68,633,08:52,Absent
1638,30,Male,Monthly,Strength Training,91,517,21:58,Present
1639,47,Male,Quarterly,HIIT,94,519,12:30,Absent
1640,57,Female,Monthly,Yoga,33,256,20:35,Absent
1641,61,Other,Annual,Strength Training,86,711,18:13,Present
1642,53,Female,Monthly,Strength Training,102,772,21:23,Present
1643,35,Other,Quarterly,HIIT,111,922,17:21,Absent
1644,29,Female,Annual,CrossFit,74,686,19:54,Present
1645,60,Female,Monthly,Cardio,35,348,05:17,Absent
1646,53,Male,Monthly,Cardio,90,733,19:12,Present
1647,62,Other,Monthly,HIIT,55,317,11:01,Absent
1648,41,Male,Monthly,CrossFit,110,804,10:22,Absent
1649,27,Female,Annual,CrossFit,86,647,10:34,Absent
1650,38,Female,Quarterly,CrossFit,109,577,14:05,Present
1651,27,Female,Annual,CrossFit,31,277,22:44,Absent
1652,58,Male,Quarterly,HIIT,120,612,07:47,Present
1653,27,Male,Quarterly,HIIT,84,460,10:25,Absent
1654,38,Other,Annual,Cardio,32,265,15:19,Absent
1655,63,Female,Annual,Yoga,48,293,20:24,Present
1656,61,Male,Monthly,CrossFit,102,634,09:51,Absent
1657,48,Other,Monthly,Cardio,45,250,15:00,Absent
1658,52,Female,Annual,Cardio,73,635,19:39,Absent
1659,18,Female,Monthly,Yoga,82,707,07:16,Present
1660,37,Female,Monthly,Yoga,41,223,17:03,Absent
1661,26,Other,Monthly,Yoga,111,802,16:40,Present
1662,29,Other,Annual,Strength Training,101,617,11:13,Present
1663,62,Other,Annual,Strength Training,106,712,11:42,Absent
1664,60,Female,Monthly,Cardio,46,260,19:47,Present
1665,60,Male,Annual,CrossFit,84,626,21:55,Absent
1666,48,Female,Annual,Strength Training,103,693,20:52,Absent
1667,39,Male,Annual,Yoga,48,402,21:40,Absent
1668,40,Male,Annual,Cardio,68,652,15:19,Present
1669,30,Female,Quarterly,Strength Training,96,838,08:15,Absent
1670,32,Male,Annual,HIIT,72,593,18:49,Present
1671,64,Male,Quarterly,Strength Training,91,616,07:57,Present
1672,35,Other,Quarterly,CrossFit,63,487,05:44,Present
1673,24,Male,Quarterly,Strength Training,80,558,10:05,Present
1674,24,Female,Quarterly,Cardio,30,165,16:40,Present
1675,38,Other,Quarterly,CrossFit,23,173,14:53,Present
1676,26,Male,Quarterly,Cardio,91,474,17:50,Absent
1677,55,Male,Monthly,Strength Training,105,537,06:53,Present
1678,35,Male,Quarterly,Cardio,46,338,17:20,Present
1679,22,Female,Quarterly,Strength Training,34,245,05:26,Absent
1680,56,Other,Monthly,Strength Training,25,180,08:16,Present
1681,52,Other,Monthly,Yoga,48,373,06:39,Present
1682,51,Male,Monthly,Strength Training,81,465,16:08,Absent
1683,47,Female,Monthly,Cardio,64,355,06:13,Absent
1684,20,Male,Annual,CrossFit,55,354,16:03,Absent
1685,36,Female,Monthly,CrossFit,21,181,21:06,Present
1686,20,Female,Annual,CrossFit,80,788,09:23,Present
1687,24,Female,Quarterly,CrossFit,92,614,07:59,Absent
1688,40,Other,Quarterly,Cardio,106,694,06:22,Absent
1689,63,Other,Quarterly,Yoga,64,392,08:04,Present
1690,45,Male,Annual,Yoga,74,411,14:21,Absent
1691,53,Other,Monthly,Yoga,67,643,09:42,Present
1692,32,Male,Annual,Cardio,20,142,14:48,Present
1693,61,Male,Annual,Yoga,79,636,22:39,Present
1694,58,Male,Annual,Cardio,79,602,19:55,Absent
1695,59,Female,Quarterly,Strength Training,111,834,08:44,Present
1696,52,Other,Quarterly,HIIT,43,243,15:04,Absent
1697,24,Female,Annual,Cardio,69,520,16:55,Present
1698,31,Female,Quarterly,Strength Training,88,574,10:32,Absent
1699,29,Male,Quarterly,Strength Training,89,476,18:02,Absent
1700,53,Other,Annual,Yoga,58,466,16:11,Present
1701,33,Male,Annual,Strength Training,71,686,21:35,Present
1702,23,Male,Quarterly,Strength Training,110,1057,08:24,Absent
1703,53,Male,Monthly,HIIT,79,400,05:52,Present
1704,33,Male,Quarterly,HIIT,72,475,07:39,Present
1705,21,Male,Monthly,CrossFit,87,820,18:58,Absent
1706,38,Female,Monthly,CrossFit,64,339,11:05,Present
1707,49,Male,Annual,CrossFit,46,367,08:57,Present
1708,43,Male,Quarterly,Cardio,33,192,19:43,Absent
1709,25,Male,Monthly,Yoga,62,376,19:52,Absent
1710,56,Female,Quarterly,HIIT,76,526,08:38,Present
1711,55,Male,Annual,Yoga,84,700,15:35,Absent
1712,40,Female,Quarterly,CrossFit,33,303,09:59,Absent
1713,46,Other,Annual,CrossFit,105,834,08:57,Absent
1714,22,Other,Annual,HIIT,65,633,15:23,Absent
1715,60,Other,Monthly,HIIT,87,484,15:05,Absent
1716,49,Female,Monthly,Strength Training,47,255,11:42,Present
1717,37,Male,Monthly,HIIT,28,239,21:50,Absent
1718,43,Female,Monthly,HIIT,82,507,15:19,Absent
1719,47,Other,Annual,CrossFit,108,762,09:22,Present
1720,45,Female,Monthly,Cardio,91,871,16:26,Present
1721,43,Other,Annual,CrossFit,116,1016,21:31,Absent
1722,63,Female,Annual,CrossFit,80,787,05:48,Absent
1723,46,Other,Monthly,Strength Training,84,501,19:06,Present
1724,60,Other,Monthly,Strength Training,62,412,09:02,Absent
1725,21,Other,Quarterly,HIIT,43,315,06:09,Absent
1726,47,Female,Annual,CrossFit,57,288,10:04,Present
1727,41,Other,Monthly,HIIT,49,331,08:41,Absent
1728,18,Female,Monthly,HIIT,66,396,17:30,Present
1729,25,Other,Annual,Yoga,82,769,13:30,Absent
1730,54,Other,Annual,Yoga,116,1021,10:02,Present
1731,26,Other,Monthly,Cardio,82,512,08:14,Present
1732,54,Male,Annual,Strength Training,100,995,14:07,Absent
1733,44,Female,Monthly,CrossFit,84,592,16:02,Present
1734,57,Female,Quarterly,Cardio,53,303,16:42,Present
1735,40,Other,Quarterly,Cardio,86,701,19:34,Absent
1736,58,Other,Monthly,CrossFit,71,598,19:16,Absent
1737,30,Male,Quarterly,CrossFit,70,532,21:57,Absent
1738,50,Female,Quarterly,Strength Training,23,172,15:25,Present
1739,46,Female,Annual,Strength Training,94,790,22:40,Present
1740,54,Female,Monthly,Strength Training,90,589,09:21,Absent
1741,21,Female,Quarterly,Yoga,27,142,16:18,Absent
1742,58,Other,Annual,Strength Training,50,484,08:04,Absent
1743,42,Male,Monthly,HIIT,26,154,10:29,Present
1744,23,Male,Quarterly,Yoga,110,1077,10:50,Absent
1745,48,Other,Monthly,CrossFit,86,789,21:53,Absent
1746,38,Female,Annual,CrossFit,114,914,08:56,Absent
1747,28,Other,Monthly,Cardio,62,474,21:57,Absent
1748,64,Female,Quarterly,CrossFit,85,476,10:00,Absent
1749,19,Female,Annual,HIIT,73,433,22:29,Absent
1750,19,Male,Monthly,Cardio,77,708,20:17,Absent
1751,20,Other,Quarterly,CrossFit,115,1115,16:16,Absent
1752,57,Other,Quarterly,Cardio,98,826,06:46,Absent
1753,32,Female,Annual,CrossFit,101,668,21:12,Present
1754,39,Male,Annual,HIIT,102,977,19:22,Present
1755,60,Female,Monthly,HIIT,49,340,10:00,Present
1756,51,Other,Monthly,Cardio,31,302,05:11,Present
1757,21,Male,Quarterly,Yoga,110,579,15:47,Present
1758,18,Female,Annual,Strength Training,66,341,09:08,Absent
1759,65,Other,Quarterly,Cardio,51,295,21:14,Absent
1760,39,Male,Quarterly,HIIT,56,450,09:53,Present
1761,37,Female,Monthly,CrossFit,118,695,19:06,Present
1762,34,Female,Monthly,Strength Training,100,735,20:03,Absent
1763,59,Other,Quarterly,Strength Training,20,107,05:47,Absent
1764,32,Other,Annual,Yoga,51,332,19:21,Present
1765,41,Other,Quarterly,Yoga,96,635,22:15,Absent
1766,21,Female,Monthly,Strength Training,64,465,12:23,Present
1767,18,Male,Monthly,HIIT,110,718,18:14,Absent
1768,47,Female,Annual,CrossFit,118,1152,14:44,Absent
1769,58,Other,Quarterly,HIIT,26,239,19:12,Absent
1770,22,Male,Quarterly,Strength Training,82,413,16:09,Present
1771,63,Male,Monthly,HIIT,32,189,13:05,Absent
1772,36,Female,Annual,Cardio,33,325,12:16,Present
1773,51,Female,Quarterly,HIIT,63,537,08:13,Absent
1774,20,Other,Monthly,Strength Training,46,424,17:56,Absent
1775,33,Other,Annual,Strength Training,21,160,05:39,Present
1776,28,Female,Quarterly,Yoga,75,484,20:16,Present
1777,53,Female,Quarterly,HIIT,82,412,13:29,Absent
1778,43,Male,Quarterly,Cardio,104,673,22:56,Absent
1779,52,Other,Monthly,Strength Training,38,273,10:48,Absent
1780,49,Female,Monthly,HIIT,63,590,14:30,Present
1781,62,Other,Quarterly,Cardio,55,467,15:21,Present
1782,34,Female,Monthly,Cardio,48,478,21:30,Present
1783,19,Other,Monthly,CrossFit,22,145,08:42,Absent
1784,18,Other,Monthly,Cardio,72,365,15:59,Absent
1785,63,Other,Monthly,Cardio,95,840,09:24,Absent
1786,62,Female,Annual,CrossFit,81,520,16:29,Absent
1787,64,Female,Monthly,Strength Training,80,420,19:33,Present
1788,39,Female,Annual,HIIT,31,178,16:52,Present
1789,55,Other,Annual,CrossFit,24,221,06:16,Present
1790,42,Male,Monthly,Yoga,31,160,22:16,Absent
1791,43,Female,Annual,Strength Training,45,375,13:55,Present
1792,59,Female,Quarterly,Strength Training,103,966,06:57,Present
1793,51,Other,Monthly,Yoga,44,326,18:16,Present
1794,62,Female,Annual,HIIT,90,590,09:28,Absent
1795,63,Male,Annual,Yoga,72,638,11:31,Absent
1796,50,Male,Monthly,CrossFit,90,601,16:12,Present
1797,48,Female,Quarterly,HIIT,86,518,15:50,Present
1798,58,Male,Quarterly,CrossFit,71,692,09:10,Present
1799,35,Male,Monthly,HIIT,36,285,12:10,Absent
1800,35,Female,Annual,HIIT,109,849,22:41,Present
1801,30,Male,Quarterly,Strength Training,77,589,19:16,Present
1802,54,Male,Annual,CrossFit,110,748,14:02,Present
1803,55,Female,Quarterly,HIIT,36,294,18:34,Present
1804,27,Male,Annual,Cardio,44,262,07:05,Absent
1805,24,Male,Annual,Cardio,93,709,07:34,Present
1806,50,Male,Monthly,Strength Training,99,904,13:48,Absent
1807,46,Female,Quarterly,CrossFit,82,655,18:33,Absent
1808,37,Female,Monthly,Strength Training,56,396,21:45,Present
1809,39,Female,Annual,CrossFit,99,980,17:08,Absent
1810,63,Other,Annual,Cardio,26,224,21:02,Present
1811,20,Other,Quarterly,Strength Training,84,831,09:33,Absent
1812,42,Female,Quarterly,CrossFit,61,354,21:39,Absent
1813,55,Male,Monthly,CrossFit,100,664,10:30,Present
1814,25,Male,Annual,HIIT,80,673,05:21,Absent
1815,46,Male,Annual,Cardio,26,220,09:04,Absent
1816,38,Other,Monthly,CrossFit,86,705,08:30,Absent
1817,59,Male,Quarterly,Cardio,115,836,12:33,Present
1818,60,Female,Quarterly,HIIT,32,276,21:44,Absent
1819,50,Male,Quarterly,HIIT,37,330,11:25,Absent
1820,19,Other,Quarterly,Cardio,43,308,07:07,Absent
1821,21,Male,Annual,Cardio,87,497,08:05,Present
1822,35,Female,Annual,Strength Training,80,789,11:12,Present
1823,25,Male,Quarterly,Yoga,56,385,20:06,Present
1824,43,Male,Quarterly,CrossFit,53,379,16:28,Present
1825,32,Other,Monthly,Strength Training,70,552,06:02,Present
1826,18,Other,Monthly,HIIT,42,291,18:16,Present
1827,34,Male,Annual,Strength Training,39,359,06:15,Absent
1828,63,Female,Monthly,Yoga,118,661,05:17,Absent
1829,59,Female,Quarterly,Strength Training,25,144,08:10,Absent
1830,55,Male,Monthly,Yoga,37,280,17:13,Present
1831,60,Female,Monthly,HIIT,44,386,08:17,Present
1832,58,Female,Quarterly,Yoga,81,772,12:53,Present
1833,35,Other,Quarterly,Strength Training,91,689,18:56,Absent
1834,43,Female,Quarterly,Cardio,83,446,10:56,Absent
1835,24,Other,Monthly,HIIT,103,709,08:42,Absent
1836,65,Other,Monthly,CrossFit,31,181,12:46,Present
1837,40,Female,Annual,CrossFit,77,475,18:25,Absent
1838,25,Other,Monthly,HIIT,49,348,20:58,Present
1839,33,Female,Annual,HIIT,41,303,12:28,Present
1840,31,Other,Monthly,Strength Training,61,559,12:08,Absent
1841,25,Female,Monthly,Yoga,46,400,13:43,Absent
1842,23,Male,Quarterly,Cardio,81,809,16:31,Absent
1843,62,Female,Monthly,Cardio,24,131,07:50,Absent
1844,57,Female,Annual,Yoga,99,784,22:57,Present
1845,62,Other,Quarterly,CrossFit,41,212,16:07,Absent
1846,22,Male,Quarterly,Strength Training,43,367,16:08,Absent
1847,21,Female,Annual,HIIT,102,742,16:04,Absent
1848,46,Other,Quarterly,CrossFit,83,648,19:26,Absent
1849,48,Other,Monthly,HIIT,33,276,21:43,Absent
1850,19,Other,Annual,Yoga,55,456,14:28,Present
1851,51,Male,Quarterly,Strength Training,51,478,10:49,Absent
1852,52,Male,Annual,Strength Training,96,490,10:09,Absent
1853,47,Other,Monthly,HIIT,101,535,06:06,Present
1854,48,Female,Monthly,CrossFit,90,737,05:43,Absent
1855,28,Female,Monthly,Yoga,79,471,06:09,Absent
1856,19,Male,Annual,CrossFit,106,691,10:07,Present
1857,27,Female,Annual,Cardio,57,354,18:11,Present
1858,22,Female,Monthly,CrossFit,24,231,19:31,Present
1859,30,Other,Monthly,CrossFit,91,599,19:46,Absent
1860,59,Male,Annual,Strength Training,71,431,09:15,Absent
1861,29,Male,Monthly,Strength Training,110,551,18:23,Present
1862,30,Female,Quarterly,HIIT,72,612,19:18,Absent
1863,46,Other,Annual,Yoga,53,323,21:17,Present
1864,31,Male,Quarterly,Cardio,111,612,17:11,Present
1865,42,Other,Quarterly,CrossFit,91,720,18:06,Present
1866,27,Other,Quarterly,Cardio,104,808,05:27,Absent
1867,60,Female,Monthly,Cardio,42,281,08:52,Present
1868,26,Male,Annual,HIIT,68,410,19:18,Absent
1869,52,Other,Quarterly,HIIT,45,405,14:41,Absent
1870,41,Other,Annual,CrossFit,86,688,16:23,Absent
1871,18,Other,Quarterly,CrossFit,76,484,12:43,Present
1872,25,Female,Quarterly,HIIT,93,705,10:02,Present
1873,56,Male,Quarterly,CrossFit,29,162,05:06,Present
1874,43,Female,Monthly,CrossFit,66,628,19:44,Present
1875,29,Male,Monthly,Cardio,60,513,13:08,Absent
1876,18,Male,Annual,Yoga,64,607,12:25,Absent
1877,40,Female,Monthly,Strength Training,105,861,07:28,Present
1878,30,Male,Annual,Yoga,102,726,17:39,Present
1879,56,Other,Quarterly,Yoga,38,320,06:54,Present
1880,62,Other,Annual,CrossFit,97,594,21:01,Absent
1881,18,Other,Monthly,Strength Training,111,938,08:26,Absent
1882,61,Other,Annual,CrossFit,30,209,16:09,Absent
1883,28,Other,Annual,Yoga,40,226,10:07,Absent
1884,52,Other,Monthly,Yoga,91,497,22:07,Absent
1885,43,Male,Annual,CrossFit,118,743,22:46,Absent
1886,46,Female,Annual,Cardio,32,275,08:40,Absent
1887,20,Male,Annual,Cardio,58,546,07:18,Absent
1888,25,Female,Monthly,HIIT,22,114,22:50,Absent
1889,57,Other,Quarterly,CrossFit,57,529,17:34,Present
1890,53,Male,Annual,HIIT,54,275,07:13,Absent
1891,32,Female,Monthly,Strength Training,26,189,07:06,Present
1892,57,Other,Quarterly,CrossFit,96,652,18:44,Absent
1893,42,Female,Annual,Strength Training,115,719,09:14,Absent
